iwave,wave,waveMin,waveMax,yval,yerrLow,yerrUpp,wlcLow,wlcUpp,ignore,referenceLink,instrname,reference,bandpass
54,4.784,4.784,4.784,718.1,79.6,77.1,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
55,4.818,4.818,4.818,772.1,80.9,82.1,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
56,4.852,4.852,4.852,666.7,82.3,81.7,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
57,4.8855,4.8855,4.8855,785.7,84.8,86.8,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
58,4.919,4.919,4.919,805.5,83.1,83.1,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
59,4.953,4.953,4.953,751.9,87.3,88.5,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
60,4.9865,4.9865,4.9865,853.8,86.3,87.3,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
61,5.02,5.02,5.02,764.4,87.5,88.6,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
62,5.054,5.054,5.054,597.2,92.4,86.8,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
63,5.088,5.088,5.088,916.5,93.5,90.9,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
64,5.1215,5.1215,5.1215,738.5,96.6,94.6,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
65,5.155,5.155,5.155,829.3,102.0,100.0,0.0,0.0,0,none,NIRSPEC,ExoTEP,uniform
